dbprimary_acc	display_label	description
IPR028478	EYA4	Eyes absent homologue 4
IPR028479	EYA3	Eyes absent homologue 3
IPR028483	N/H_exchanger_10	Sodium/hydrogen exchanger 10
IPR028484	P2X_receptor_E	P2X receptor E
IPR028492	TSP-5	Thrombospondin-5
IPR028498	CIP4	Cdc42-interacting protein 4
IPR028499	Thrombospondin-1	Thrombospondin-1
IPR028501	Endophilin-A	Endophilin-A
IPR028502	SH3RF3	E3 ubiquitin-protein ligase SH3RF3
IPR028503	SH3GLB1	Endophilin-B1
IPR028506	Sorbin_SH3	Sorbin and SH3 domain-containing protein
IPR028507	Thrombospondin-3	Thrombospondin-3
IPR028510	Vinexin	Vinexin
IPR028511	SH3RF2	E3 ubiquitin-protein ligase SH3RF2
IPR028513	Stomatin-1	Stomatin-1
IPR028522	Unc-1	Protein Unc-1
IPR028524	NCK2	Cytoplasmic protein NCK2
IPR028526	NCK1	Cytoplasmic protein NCK1
IPR028527	Stomatin-3	Stomatin-3
IPR028528	Stomatin-4	Stomatin-4
IPR028532	FNBP1/FBP17	Formin-binding protein 1
IPR028534	HS1	Hematopoietic lineage cell-specific protein
IPR028535	Nostrin	Nostrin
IPR028537	PDLIM1	PDZ and LIM domain protein 1
IPR028538	CHI3L1	Chitinase-3-like protein 1
IPR028539	Fer	Tyrosine-protein kinase Fer
IPR028541	CHI3L2	Chitinase-3-like protein 2
IPR028544	CASC3	Protein CASC3
IPR028548	Asporin	Asporin
IPR028551	MafG	Transcription factor MafG
IPR028554	p120-RasGAP	Ras GTPase-activating protein 1
IPR028555	RASAL1	RasGAP-activating-like protein 1
IPR028557	MYO9B	Unconventional myosin-IXb
IPR028558	MYO9A	Unconventional myosin-IXa
IPR028562	MafA	Transcription factor MafA
IPR028566	Rif1	Telomere-associated protein  Rif1
IPR028570	Kalirin/TRIO	Rho GDP/GTP exchange factor Kalirin/TRIO
IPR028580	MUC2	Mucin-2
IPR028581	DeoC_typeI	Deoxyribose-phosphate aldolase type I
IPR028582	AK1	Adenylate kinase isoenzyme 1
IPR028586	AK3/Ak4_mitochondrial	Adenylate kinase 3/4, mitochondrial
IPR028587	AK2	Adenylate kinase 2
IPR028591	DIS3L2	DIS3-like exonuclease 2
IPR028592	QTRTD1	Queuine tRNA-ribosyltransferase accessory subunit QTRTD1
IPR028599	WDR12/Ytm1	WD repeat WDR12/Ytm1
IPR028600	NUBP2/Cfd1_eukaryotes	Cytosolic Fe-S cluster assembly factor NUBP2/Cfd1, eukaryotes
IPR028606	Clp1	Polyribonucleotide 5-hydroxyl-kinase Clp1
IPR028611	DmsD_chaperone	Tat proofreading chaperone DmsD
IPR028612	Topoisom_1_IA	DNA topoisomerase I, type IA
IPR028614	GDP_fucose/colitose_synth	GDP-L-fucose synthase/GDP-L-colitose synthase
IPR028615	Maleate_isomerase	Maleate isomerase
IPR028616	RssB	Regulator of RpoS
IPR028617	Sigma70_FliA	RNA polymerase sigma factor FliA
IPR028618	DEAD_helicase_DeaD	ATP-dependent RNA helicase DeaD
IPR028621	DEAD_helicase_SrmB	ATP-dependent RNA helicase SrmB
IPR028622	DEAD_helicase_RhlE	ATP-dependent RNA helicase RhlE
IPR028624	Tscrpt_elong_fac_GreA/B	Transcription elongation factor GreA/GreB
IPR028625	Rnk	Regulator of nucleoside diphosphate kinase
IPR028626	Ribosomal_S28e_CS	Ribosomal protein S28e conserved site
IPR028627	Acylphosphatase_bac	Acylphosphatase, bacteria
IPR028630	Sigma70_RpoD	RNA polymerase sigma factor RpoD
IPR028631	ACD	Adrenocortical dysplasia protein
IPR028634	Clavesin-1	Clavesin-1
IPR028636	Clavesin-2	Clavesin-2
IPR028638	ING4/ING5	Inhibitor of growth protein 4/5
IPR028640	CEP110	Centriolin
IPR028641	RCC2	Protein RCC2
IPR028642	SNX33	Sorting nexin-33
IPR028643	ING1	Inhibitor of growth protein 1
IPR028653	SNX2	Sorting nexin-2
IPR028657	SNX6	Sorting nexin-6
IPR028660	SNX1	Sorting nexin-1
IPR028662	SNX8/Mvp1	Sorting nexin-8/Mvp1
IPR028666	SNX17	Sorting nexin-17
IPR028668	PLPP4/5	Phospholipid phosphatase 4/5
IPR028669	STX1	Syntaxin 1
IPR028670	LPP1	Lipid phosphate phosphohydrolase 1
IPR028671	STX2	Syntaxin-2
IPR028672	STX11	Syntaxin-11
IPR028675	LPP3	Lipid phosphate phosphohydrolase 3
IPR028676	STX17	Syntaxin-17
IPR028682	SYT3	Synaptotagmin-3
IPR028683	SYT4	Synaptotagmin-4
IPR028688	MMP9	Matrix metalloproteinase-9
IPR028689	SYT5	Synaptotagmin-5
IPR028691	SYT9	Synaptotagmin-9
IPR028694	SYTL4	Synaptotagmin-like protein 4
IPR028697	MMP16	Matrix metalloproteinase-16
IPR028698	RPH3A	Rabphilin-3A
IPR028699	SYT11	Synaptotagmin-11
IPR028701	SYT6	Synaptotagmin-6
IPR028702	Slp5	Synaptotagmin-like protein 5
IPR028704	SYTL3	Synaptotagmin-like protein 3
IPR028707	Matrilysin	Matrilysin
IPR028708	72kDa_collagenase	72kDa type IV collagenase
IPR028712	SYN2/3	Synapsin-2/3
IPR028717	VAMP2	Vesicle-associated membrane protein 2
IPR028720	HEG	Protein HEG
IPR028723	MMP24	Matrix metalloproteinase-24
IPR028724	MMP19	Matrix metalloproteinase-19
IPR028726	MMP17	Matrix metalloproteinase-17
IPR028727	CHD5	Chromodomain-helicase-DNA-binding protein 5
IPR028730	ZFYVE26	Zinc finger FYVE domain-containing protein 26
IPR028731	TANK1	Poly [ADP-ribose] polymerase tankyrase-1
IPR028738	PHIP	PH-interacting protein
IPR028740	EPLIN	LIM domain and actin-binding protein 1
IPR028741	LATS1	Serine/threonine-protein kinase LATS1
IPR028742	LATS2	Serine/threonine-protein kinase LATS2
IPR028744	CatSper4	Cation channel sperm-associated protein 4
IPR028745	AKAP9/Pericentrin	A-kinase anchor protein 9/Pericentrin
IPR028746	CatSper1	Cation channel sperm-associated protein 1
IPR028747	CatSper2	Cation channel sperm-associated protein 2
IPR028748	CATSPERB	Cation channel sperm-associated protein subunit beta
IPR028749	Oxsr1	Serine/threonine-protein kinase OSR1
IPR028750	CEP350	Centrosome-associated protein 350
IPR028751	CATSPERD/E	Cation channel sperm-associated protein subunit delta/epsilon
IPR028755	FUCA1	Tissue alpha-L-fucosidase
IPR028760	Ski	Ski oncogene
IPR028761	Dab	Protein disabled
IPR028765	IQCB1	IQ calmodulin-binding motif-containing protein 1
IPR028767	USP10	Ubiquitin carboxyl-terminal hydrolase 10
IPR028768	SRPX2	Sushi repeat-containing protein SRPX2
IPR028772	AURKB	Aurora kinase B
IPR028777	MAST1	Microtubule-associated serine/threonine-protein kinase 1
IPR028779	MAST2	Microtubule-associated serine/threonine-protein kinase 2
IPR028781	ALMS1	Alstrom syndrome protein 1
IPR028782	Pangolin-like	Protein pangolin-like
IPR028787	Endo-b-mannosidase	Mannosylglycoprotein endo-beta-mannosidase
IPR028789	Naip	Baculoviral IAP repeat-containing protein 1
IPR028790	MKKS	McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin
IPR028791	CAPN10	Calpain-10
IPR028792	INSRR	Insulin receptor-related protein
IPR028793	ANGPTL4	Angiopoietin-related protein 4
IPR028794	LPIN1	Phosphatidate phosphatase LPIN1
IPR028801	TPC1	Two pore calcium channel protein 1
IPR028802	SMG8	Protein SMG8
IPR028809	Na_channel_a10su	Voltage gated sodium channel, alpha-10 subunit
IPR028810	MAGED2	Melanoma-associated antigen D2
IPR028813	NUCB2	Nucleobindin-2
IPR028816	Caprin	Caprin
IPR028823	NALCN	Sodium leak channel non-selective protein
IPR028828	KIF20B	Kinesin-like protein KIF20B
IPR028829	Exo-b-D-glucosamin	Exo-beta-D-glucosaminidase
IPR028836	Cyt_b561-like	Cytochrome b561-like
IPR028837	Cytochrome_b561	Cytochrome b561
IPR028839	PKHD1	Fibrocystin
IPR028840	BMX	Cytoplasmic tyrosine-protein kinase BMX
IPR028845	Ang-4	Angiopoietin-4
IPR028847	CENP-W	Centromere protein W
IPR028851	Pphln1	Periphilin-1
IPR028852	AKAP13	A-kinase anchor protein 13
IPR028853	ARID4B	AT-rich interactive domain-containing protein 4B
IPR028854	DLC1	Rho GTPase-activating protein 7
IPR028855	R-PTP-H	Receptor-type tyrosine-protein phosphatase H
IPR028856	Cyclin_I	Cyclin I
IPR028857	CCNF_metazoan	Cyclin-F, metazoan
IPR028859	Cyclin-J	Cyclin-J
IPR028860	CCNG1	Cyclin-G1
IPR028861	CCNI2	Cyclin-I2
IPR028863	CCNT1	Cyclin-T1
IPR028864	Ccno	Cyclin-O
IPR028866	APP	Amyloid-beta precursor protein
IPR028867	NETO1	Neuropilin and tolloid-like protein 1
IPR028868	NETO2	Neuropilin and tolloid-like protein 2
IPR028870	PCOLCE	Procollagen C-endopeptidase enhancer 1
IPR028871	BlueCu_1_BS	Blue (type 1) copper protein, binding site
IPR028873	CASPR3	Contactin-associated protein-like 3
IPR028874	Caspr5	Contactin-associated protein-like 5
IPR028875	CASPR4	Contactin-associated protein-like 4
IPR028876	Cubilin	Cubilin
IPR028878	RNase_E	Ribonuclease E
IPR028879	NDOR1	NADPH-dependent diflavin oxidoreductase 1
IPR028880	Rrm3	ATP-dependent DNA helicase Rrm3
IPR028881	PAN2_dom	PAN2 domain
IPR028882	SDHAF2	Succinate dehydrogenase assembly factor 2, mitochondrial
IPR028883	tRNA_aden_deaminase	tRNA-specific adenosine deaminase
IPR028884	Trm82	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
IPR028886	MoCo_sulfurase	Molybdenum cofactor sulfurase
IPR028887	MOCS2A	Molybdopterin synthase sulfur carrier subunit
IPR028888	MOCS2B_euk	Molybdopterin synthase catalytic subunit, eukaryotes
IPR028890	Peptidase_C98	Ubiquitin-specific peptidase-like, SUMO isopeptidase
IPR028892	ADE	Adenine deaminase type 2
IPR028893	A_deaminase	Adenosine deaminase
IPR028894	RDH_dom	Reductive dehalogenase domain
IPR028895	CCNG2	Cyclin-G2
IPR028896	GCST/YgfZ/DmdA	Aminomethyltransferase-like
IPR028897	Tox-HDC_dom	Tox-HDC domain
IPR028899	Tox-URI2_dom	Tox-URI2 domain
IPR028901	Tox-SGS_dom	Tox-SGS domain
IPR028904	Tox-REase-5_dom	Tox-REase-5 domain
IPR028916	Tox-GHH_dom	Tox-GHH domain
IPR028919	Viral_movement	Viral movement protein
IPR028920	Tox-ART-HYD1_dom	Tox-ART-HYD1 domain
IPR028923	SAICAR_synt/ADE2_N	SAICAR synthetase/ADE2, N-terminal
IPR028924	Perm-CXXC	Permuted single zf-CXXC unit
IPR028925	RRM_DME	Demeter, RRM-fold domain
IPR028926	CEP76-C2	CEP76, C2 domain
IPR028927	Man-6-P_rcpt	Mannose-6-phosphate receptor
IPR028929	Mif2/cnp3_N	Mif2/cnp3, N-terminal
IPR028932	TerB-C	TerB-C domain
IPR028933	Lebercilin_dom	Lebercilin domain
IPR028938	Rsf-1	Remodeling and spacing factor 1
IPR028942	WHIM1_dom	WHIM1 domain
IPR028944	PRTase_ComF-like	PRTase ComF-like
IPR028945	Get1	Get1 family
IPR028946	Ntox44	Bacterial toxin 44
IPR028962	Imm10	Immunity protein 10
IPR028969	Imm52	Immunity protein 52
IPR028971	NAD-GDH	NAD-glutamate dehydrogenase
IPR028972	Spc7_C2	Kinetochore protein Spc7, C-terminal domain
IPR028973	PhnB-like	PhnB-like
IPR028974	TSP_type-3_rpt	TSP type-3 repeat
IPR028976	CheC-like_sf	CheC-like superfamily
IPR028979	Ser_kin/Pase_Hpr-like_N_sf	HPr(Ser) kinase/phosphorylase-like, N-terminal domain superfamily
IPR028983	PA2201-like_C	PA2201-like, C-terminal
IPR028987	ATP_synth_B-like_membr_sf	F-type ATP synthase subunit B-like, membrane domain superfamily
IPR028988	CEL-III_C_sf	Hemolytic lectin CEL-III, C-terminal domain superfamily
IPR028989	RimP_N	Ribosome maturation factor RimP, N-terminal
IPR028992	Hedgehog/Intein_dom	Hedgehog/Intein (Hint) domain
IPR028994	Integrin_alpha_N	Integrin alpha, N-terminal
IPR028996	GM2-AP	Ganglioside GM2 activator
IPR028998	RimP_C	Ribosome maturation factor RimP, C-terminal
IPR028999	Haemocyanin_beta-sandwich	Haemocyanin beta-sandwich  domain
IPR029002	PLPC/GPLD1	Phospholipase C/D
IPR029003	CENP-S/Mhf1	CENP-S/Mhf1
IPR029005	LIM-bd/SEUSS	LIM-domain binding protein/SEUSS
IPR029009	ASB_dom_sf	Allosteric substrate binding domain superfamily
IPR029010	ThuA-like	ThuA-like domain
IPR029014	NiFe-Hase_large	[NiFe]-hydrogenase, large subunit
IPR029024	TerB-like	TerB-like
IPR029025	T3SS_substrate_exporter_C	Type III secretion system substrate exporter, C-terminal
IPR029027	Single_a-helix_sf	Single alpha-helix domain superfamily
IPR029030	Caspase-like_dom_sf	Caspase-like domain superfamily
IPR029034	Cystine-knot_cytokine	Cystine-knot cytokine
IPR029046	LolA/LolB/LppX	Lipoprotein localisation LolA/LolB/LppX
IPR029053	Viral_coat	Viral coat protein subunit
IPR029059	AB_hydrolase_5	Alpha/beta hydrolase fold-5
IPR029065	Enolase_C-like	Enolase C-terminal domain-like
IPR029072	YebC-like	YebC-like
IPR029089	DUF4660	Protein of unknown function DUF4660
IPR029090	DUF4659	Protein of unknown function DUF4659
IPR029094	Draxin	Draxin
IPR029095	NarX-like_N	NarX-like, N-terminal
IPR029097	Ntox8	Bacterial toxin 8
IPR029098	Acetyltransf_C	UDP N-acetylglucosamine O-acyltransferase, C-terminal
IPR029105	CAF1-p150_C2	Chromatin assembly factor 1 subunit p150, C-terminal
IPR029108	Ntox37	Bacterial toxin 37
IPR029114	Ntox24	Bacterial toxin 24
IPR029117	Ntox17	Novel toxin 17
IPR029118	Ntox16	Novel toxin 16
IPR029119	MutY_C	MutY, C-terminal
IPR029121	Ntox11	Novel toxin 11
IPR029123	RBM39_linker	Splicing factor RBM39, linker
IPR029124	L_protein_N	RNA-directed RNA polymerase L, N-terminal
IPR029127	MvaI_BcnI	MvaI/BcnI restriction endonuclease
IPR029131	HAUS5	HAUS augmin-like complex subunit 5
IPR029134	DUF4647	Protein of unknown function DUF4647
IPR029135	PPP1R35_C	Protein phosphatase 1 regulatory subunit 35, C-terminal
IPR029136	MDM1	Nuclear protein MDM1
IPR029138	SNAPC5	snRNA-activating protein complex subunit 5
IPR029139	QueF_N	NADPH-dependent 7-cyano-7-deazaguanine reductase, N-terminal
IPR029143	YrpD	Protein of unknown function, YrpD
IPR029144	Thr_synth_N	Threonine synthase, N-terminal
IPR029145	NBAS_N	Neuroblastoma-amplified sequence, N-terminal
IPR029146	Ten1_animal_plant	CST complex subunit Ten1, animal and plant type
IPR029150	dCache_3	Double Cache domain 3
IPR029152	LKAAEAR1	Protein LKAAEAR1
IPR029153	CPG4	Chondroitin proteoglycan 4
IPR029155	SIPAR	SIPAR domain
IPR029156	CTC1	CST complex subunit CTC1
IPR029158	STING	Stimulator of interferon genes protein
IPR029159	CK2S	Casein Kinase 2 substrate
IPR029160	CCSMST1_fam	CCSMST1 family
IPR029162	InaF-motif	TRP-interacting helix, InaF motif
IPR029165	SASRP1	Spermatogenesis-associated serine-rich protein 1
IPR029167	Mug117	Meiotically up-regulated gene 117 protein
IPR029168	REC114L	Meiotic recombination protein REC114-like
IPR029169	PCNP	PEST proteolytic signal-containing nuclear protein
IPR029171	DUF4638	Protein of unknown function DUF4638
IPR029173	TMEM171	Transmembrane protein family 171
IPR029175	EXOC2/Sec5	Exocyst complex component EXOC2/Sec5
IPR029176	SPATA24	Spermatogenesis-associated protein 24
IPR029178	Ecm11_C	Extracellular mutant protein 11, C-terminal
IPR029179	TOMM5_metazoa	Mitochondrial import receptor subunit TOM5, metazoa
IPR029184	Sas4_dom	Something about silencing protein 4 domain
IPR029188	Rrp14_N	Ribosomal RNA-processing protein 14, N-terminal
IPR029190	Rrp14/SURF6_C	Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain
IPR029191	Uds1	Up-regulated during septation protein 1
IPR029193	TEX12	Testis-expressed sequence 12 protein
IPR029195	HCFC1R1	Host cell factor C1 regulator 1
IPR029196	DUF4588	Protein of unknown function DUF4588
IPR029197	CKAP2_C	Cytoskeleton-associated protein 2, C-terminal
IPR029201	Jiraiya	Jiraiya
IPR029202	DUF4530	Protein of unknown function DUF4530
IPR029204	CNRIP1	CB1 cannabinoid receptor-interacting protein 1
IPR029205	Clathrin-bd	Aftiphilin, clathrin-binding box
IPR029206	DUF4532	Protein of unknown function DUF4532
IPR029207	FAM198	FAM198 family
IPR029208	COX14	Cytochrome c oxidase assembly protein COX14
IPR029210	PfEMP1_NTS	Plasmodium falciparum erythrocyte membrane protein-1, N-terminal segment
IPR029211	PfEMP1_ATS	Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment
IPR029213	Fusogen_EFF/AFF	Cell-cell fusogen EFF/AFF
IPR029215	HMG_box_5	High mobility group box domain 5
IPR029217	Spo7_2_N	Sporulation-specific protein 71, N-terminal domain
IPR029218	PBP-Tp47_dom_C	Penicillin-binding protein Tp47, domain C
IPR029222	FAM104	Protein FAM104
IPR029225	Nse4_Nse3-bd	Nse4/EID protein, Nse3/MAGE-binding domain
IPR029226	Ecp2	Ecp2 effector protein
IPR029227	Plant_Antimicrobial	Plant antimicrobial peptide
IPR029228	Alkyl_sulf_dimr	Alkyl sulfatase dimerisation domain
IPR029229	Alkyl_sulf_C	Alkyl sulfatase, C-terminal
IPR029230	Macin	Macin
IPR029234	TEX33	Testis-expressed protein 33
IPR029235	DUF4619	Protein of unknown function DUF4619
IPR029236	DUF4618	Protein of unknown function DUF4618
IPR029241	TSGA13	Testis-specific gene 13 protein
IPR029242	MLANA	Protein melan-A
IPR029244	FAM69_N	FAM69, N-terminal
IPR029245	DUF4528	Protein of unknown function DUF4528
IPR029246	TALPID3	Protein TALPID3
IPR029249	Rotatin_N	Rotatin, N-terminal
IPR029251	Faap100	Fanconi anemia-associated protein of 100kDa
IPR029255	CLN6	Ceroid-lipofuscinosis neuronal protein 6
IPR029256	Heliccase-ass-bd	Helicase-associated putative binding domain
IPR029257	RAB3GAP2_C	Rab3GAP regulatory subunit, C-terminal
IPR029263	Nitr_red_bet_C	Respiratory nitrate reductase beta, C-terminal
IPR029264	ARF7EP_C	ARF7 effector protein, C-terminal
IPR029266	FAM217	FAM217 family
IPR029269	Zf-tcix	Putative treble-clef, zinc-finger domain
IPR029270	LIX1	Limb expression 1
IPR029273	Cdc42_effect	Cdc42 effector
IPR029277	SVWC_dom	Single domain Von Willebrand factor type C domain
IPR029281	FAM194_C	FAM194, C-terminal
IPR029283	Membrane-bd	Calcium-dependent cell adhesion molecule 1, membrane-binding domain
IPR029288	DUF4607	Protein of unknown function DUF4607
IPR029293	RHNO1	Rad9, Rad1, Hus1-interacting nuclear orphan protein 1
IPR029294	hSH3	Helically-extended SH3 domain
IPR029299	ALMS_motif	ALMS motif
IPR029300	CEP170_C	CEP170, C-terminal
IPR029303	Polysacc_synt_C	Polysaccharide biosynthesis protein, C-terminal domain
IPR029304	AKAP2_C	A-kinase anchor protein 2, C-terminal domain
IPR029305	FANCI_S1-cap	FANCI solenoid 1 cap
IPR029307	INT_SG_DDX_CT_C	INTS6/SAGE1/DDX26B/CT45, C-terminal
IPR029308	FANCI_S1	FANCI solenoid 1 domain
IPR029309	CaRF	Calcium-responsive transcription factor
IPR029310	FANCI_HD1	FANCI helical domain 1
IPR029311	CCDC50_N	Coiled-coil domain-containing protein 50,  N-terminal
IPR029312	FANCI_HD2	FANCI helical domain 2
IPR029313	FANCI_S3	FANCI solenoid 3 domain
IPR029314	FANCI_S4	FANCI solenoid 4 domain
IPR029315	FANCI_S2	FANCI solenoid 2 domain
IPR029316	RFXAP_RFXANK-bd	Regulatory factor X-associated protein, RFXANK-binding domain
IPR029317	KRBA1_rpt	KRBA1 family repeat
IPR029318	BH3_dom	Beclin-1, BH3 domain
IPR029321	INTS2	Integrator complex subunit 2
IPR029322	DUF4474	Domain of unknown function DUF4474
IPR029324	AIF_C	Mitochondrial apoptosis-inducing factor, C-terminal domain
IPR029325	ITPR-bd	ITPR-interacting domain
IPR029326	SSFA2_C	Sperm-specific antigen 2, C-terminal
IPR029327	HAUS4	HAUS augmin-like complex subunit 4
IPR029328	Bbp1_N	Spindle pole component Bbp1, N-terminal
IPR029330	Bbp1_C	Spindle pole body component Bbp1, C-terminal
IPR029332	PEHE_dom	PEHE domain
IPR029334	PP1-bd	Protein phosphatase 1 binding domain
IPR029336	DUF4594	Protein of unknown function DUF4594
IPR029338	TSSC4	Tumour suppressing sub-chromosomal transferable candidate 4
IPR029339	FAM219	Protein FAM219
IPR029341	FAM21/CAPZIP	FAM21/CAPZIP domain
IPR029342	ECIST_C	ECSIT, C-terminal domain
IPR029343	CCDC14	Coiled-coil domain-containing protein 14
IPR029344	SLBP_RNA_bind	Histone RNA hairpin-binding protein, RNA-binding domain
IPR029345	MalF_P2	Maltose transport system permease protein MalF, P2 domain
IPR029346	USP_C	Ubiquitin carboxyl-terminal hydrolase, C-terminal
IPR029347	Raptor_N	Raptor, N-terminal CASPase-like domain
IPR029351	GAD_dom	GAD domain
IPR029356	FAM53	Family of FAM53
IPR029357	SPATA7	Spermatogenesis-associated protein 7
IPR029359	FAM181	FAM181
IPR029360	SRRM_C	Serine/arginine repetitive matrix protein, C-terminal
IPR029362	IQCJ-SCHIP1_N	Fusion protein IQCJ-SCHIP1, N-terminal
IPR029364	FAM150A/B	ALK and LTK ligand FAM150
IPR029365	TMEM238	TMEM238 protein
IPR029366	TMEM206	TMEM206 protein
IPR029367	SMIM10	Small integral membrane protein 10
IPR029368	SMIM19	Small integral membrane protein 19
IPR029369	HDNR	Domain of unknown function with conserved HDNR motif
IPR029370	TMEM117	TMEM117 protein
IPR029371	TMEM101	TMEM101 protein
IPR029373	FAM216	FAM216
IPR029376	DUF4549	Domain of unknown function DUF4549
IPR029377	TMEM220	TMEM220 protein
IPR029379	FAM163	FAM163
IPR029380	FAM124	FAM124
IPR029382	NCU-G1	Lysosomal transcription factor, NCU-G1
IPR029383	ARL6IP6	ADP-ribosylation factor-like protein 6-interacting protein 6
IPR029384	Speriolin_C	Speriolin, C-terminal
IPR029385	Speriolin_N	Speriolin, N-terminal
IPR029386	TMEM169	TMEM169 protein
IPR029390	AP3B_C	AP-3 complex subunit beta, C-terminal domain
IPR029391	CSN9_metazoa	COP9 signalosome complex, subunit 9, metazoa
IPR029392	AP-5_subunit_s1	AP-5 complex subunit sigma-1
IPR029393	FUS1	Tumour suppressor candidate 2
IPR029397	Tube_Death	Tube, Death domain
